"","URL_of_Anchor","Request_URL","URL_Length","having_At_Symbol","Prefix_Suffix","having_Sub_Domain","Result"
"2816",0,1,1,-1,-1,1,-1
"2818",-1,-1,-1,1,-1,1,-1
"2819",1,1,-1,1,1,1,1
"2821",1,1,-1,1,-1,0,1
"2822",1,-1,-1,1,1,0,1
"2824",0,0,-1,1,-1,-1,1
"2825",-1,-1,-1,-1,-1,1,-1
"2826",0,-1,-1,-1,-1,-1,1
"2827",-1,-1,-1,1,-1,1,-1
"2828",-1,-1,-1,0,-1,0,-1
"2829",0,-1,-1,1,1,-1,1
"2831",0,1,-1,1,-1,0,1
"2833",-1,1,-1,1,-1,1,-1
"2834",-1,1,1,1,-1,1,-1
"2835",-1,-1,-1,-1,-1,0,-1
"2836",1,-1,-1,1,-1,1,1
"2837",0,1,-1,1,-1,0,1
"2838",1,1,-1,1,-1,0,1
"2840",0,1,1,1,-1,0,1
"2843",1,-1,0,1,1,1,1
"2844",0,1,-1,1,-1,-1,-1
"2845",0,-1,-1,1,-1,1,-1
"2846",1,1,-1,-1,-1,-1,1
"2847",-1,1,-1,0,-1,0,-1
"2849",0,1,1,1,-1,-1,1
"2850",-1,1,-1,1,-1,0,-1
"2851",0,1,-1,1,1,-1,1
"2852",0,1,1,-1,-1,-1,1
"2854",1,1,1,1,1,-1,1
"2856",0,1,-1,1,1,-1,1
"2857",1,1,-1,1,-1,-1,-1
"2860",1,-1,-1,1,-1,-1,-1
"2863",0,-1,-1,1,-1,-1,1
"2864",-1,1,-1,-1,-1,0,-1
"2865",-1,-1,0,-1,-1,-1,-1
"2866",-1,1,-1,-1,-1,0,-1
"2868",-1,-1,-1,-1,-1,-1,-1
"2869",0,1,1,1,-1,1,1
"2871",0,1,0,1,-1,-1,1
"2872",0,1,-1,1,-1,-1,1
"2873",0,1,1,1,-1,1,1
"2877",1,1,-1,1,1,0,1
"2878",0,1,-1,1,-1,1,1
"2879",1,1,-1,1,1,1,1
"2880",1,1,1,1,-1,1,1
"2881",-1,1,-1,-1,-1,0,-1
"2883",-1,1,-1,1,1,-1,1
"2884",-1,-1,-1,-1,-1,-1,-1
"2885",-1,1,1,1,-1,-1,-1
"2886",-1,1,-1,1,-1,-1,-1
"2887",0,1,1,-1,-1,1,1
"2888",0,1,-1,1,-1,-1,-1
"2889",0,1,0,1,-1,-1,1
"2892",0,-1,-1,1,-1,0,-1
"2893",0,1,-1,1,-1,-1,1
"2894",0,1,-1,1,-1,1,1
"2895",1,1,-1,1,-1,1,1
"2896",-1,-1,-1,1,-1,0,-1
"2897",-1,-1,-1,1,-1,0,-1
"2898",-1,-1,-1,1,-1,-1,-1
"2900",0,-1,-1,1,-1,0,-1
"2901",0,1,-1,1,-1,1,1
"2902",0,1,-1,1,-1,1,-1
"2903",0,-1,-1,1,-1,1,1
"2904",1,-1,-1,1,1,1,1
"2905",0,1,-1,1,-1,-1,1
"2906",0,-1,-1,1,-1,-1,1
"2907",0,1,-1,1,-1,1,1
"2908",-1,-1,-1,1,-1,0,-1
"2909",0,1,-1,1,-1,1,1
"2910",1,-1,-1,1,-1,0,1
"2911",-1,1,-1,-1,-1,-1,-1
"2912",-1,1,-1,1,-1,0,-1
"2914",-1,1,-1,1,-1,0,-1
"2915",1,1,1,0,1,-1,1
"2917",0,1,-1,1,-1,-1,1
"2918",0,1,-1,1,-1,1,1
"2920",0,-1,-1,1,-1,-1,1
"2922",0,-1,-1,1,-1,-1,1
"2924",0,-1,-1,1,1,-1,1
"2927",0,1,-1,1,-1,1,1
"2928",0,1,-1,1,-1,1,1
"2930",0,-1,-1,1,-1,1,1
"2931",0,1,1,1,1,-1,1
"2933",-1,1,-1,1,-1,1,-1
"2934",0,-1,-1,1,-1,-1,-1
"2936",1,1,1,1,-1,1,1
"2938",0,1,-1,1,-1,1,1
"2941",0,0,-1,1,-1,1,-1
"2942",1,-1,-1,1,-1,-1,1
"2943",-1,1,-1,1,-1,0,-1
"2944",0,1,-1,1,-1,-1,1
"2945",-1,-1,-1,1,-1,0,-1
"2946",-1,-1,-1,1,-1,0,-1
"2947",0,1,-1,1,-1,0,1
"2948",-1,-1,-1,1,-1,-1,-1
"2949",0,-1,-1,1,1,1,1
"2950",0,-1,-1,1,1,-1,1
"2951",1,1,-1,1,-1,-1,1
"2953",0,-1,-1,1,-1,0,1
"2955",0,1,-1,1,1,-1,1
"2958",1,1,1,1,-1,1,1
"2959",0,1,-1,1,-1,1,1
"2961",-1,0,-1,-1,-1,-1,-1
"2963",0,1,0,1,-1,1,-1
"2965",0,-1,-1,1,-1,-1,1
"2966",0,1,1,1,0,-1,-1
"2968",-1,1,-1,1,-1,0,-1
"2969",-1,-1,-1,1,-1,0,-1
"2970",1,1,-1,1,1,-1,1
"2971",-1,-1,-1,1,-1,0,-1
"2972",1,1,-1,1,-1,1,1
"2973",-1,1,-1,1,-1,0,-1
"2974",0,1,-1,1,-1,1,1
"2975",-1,-1,-1,1,-1,-1,-1
"2978",1,1,-1,1,1,0,1
"2979",1,1,1,1,-1,-1,1
"2980",0,-1,-1,1,-1,1,1
"2981",0,1,-1,1,-1,1,1
"2982",0,1,-1,1,-1,-1,1
"2983",-1,1,1,1,-1,0,-1
"2984",0,-1,-1,1,-1,-1,-1
"2985",0,1,-1,1,-1,1,1
"2987",1,-1,-1,1,-1,1,1
"2988",0,1,1,1,-1,-1,1
"2989",1,1,-1,1,-1,-1,-1
"2990",0,-1,-1,1,-1,-1,-1
"2991",-1,-1,-1,1,-1,-1,-1
"2992",0,1,-1,1,0,0,1
"2993",1,1,-1,1,-1,1,1
"2994",0,1,-1,1,-1,-1,1
"2997",1,1,-1,1,1,-1,1
"2998",-1,-1,-1,1,-1,0,-1
"2999",-1,-1,-1,1,-1,0,-1
"3000",1,1,-1,-1,-1,-1,1
"3002",1,1,1,1,-1,-1,1
"3004",1,1,1,1,1,0,1
"3005",-1,1,-1,1,-1,0,-1
"3006",0,-1,-1,1,-1,-1,-1
"3007",0,1,-1,1,-1,-1,-1
"3008",0,1,-1,1,-1,-1,1
"3009",1,-1,-1,1,1,1,1
"3011",0,1,-1,1,-1,1,1
"3012",1,1,-1,-1,-1,-1,1
"3013",1,-1,1,1,-1,0,1
"3014",0,-1,-1,1,-1,1,-1
"3015",0,-1,-1,1,-1,-1,-1
"3016",-1,1,-1,1,-1,-1,-1
"3017",0,1,-1,0,-1,1,1
"3018",0,1,-1,1,1,-1,1
"3019",1,-1,-1,1,-1,-1,-1
"3020",0,1,1,1,1,-1,1
"3023",-1,-1,-1,1,-1,0,-1
"3024",0,-1,-1,1,-1,0,-1
"3025",0,-1,-1,1,-1,1,1
"3026",1,-1,-1,-1,1,-1,1
"3028",-1,-1,-1,1,-1,-1,-1
"3030",-1,-1,-1,-1,-1,0,-1
"3032",1,1,-1,-1,1,-1,1
"3033",0,1,-1,1,-1,1,-1
"3034",0,1,-1,1,-1,-1,1
"3036",1,-1,-1,1,1,1,1
"3038",-1,-1,-1,1,-1,0,-1
"3041",0,-1,-1,1,-1,1,1
"3043",1,1,-1,1,1,1,1
"3044",-1,-1,-1,1,-1,0,-1
"3047",0,1,-1,1,1,1,1
"3048",0,1,-1,1,-1,0,-1
"3049",0,1,-1,1,1,-1,1
"3050",1,1,-1,1,-1,-1,1
"3051",-1,1,0,1,-1,0,-1
"3052",0,1,-1,1,1,-1,1
"3053",1,-1,-1,1,-1,0,1
"3054",-1,-1,-1,1,-1,0,-1
"3055",-1,1,-1,-1,-1,0,-1
"3056",1,-1,-1,1,-1,0,1
"3057",-1,-1,-1,1,-1,-1,-1
"3059",-1,1,1,1,-1,-1,-1
"3060",1,1,1,1,1,-1,1
"3061",0,1,1,-1,-1,0,1
"3062",0,-1,-1,1,-1,-1,-1
"3065",-1,1,-1,1,-1,0,-1
"3066",-1,1,1,1,-1,0,-1
"3069",-1,1,1,1,-1,-1,-1
"3072",0,1,-1,-1,-1,-1,1
"3073",-1,-1,-1,1,-1,1,-1
"3074",0,1,-1,1,-1,1,-1
"3080",0,1,1,1,1,1,1
"3081",-1,1,-1,1,-1,-1,-1
"3083",-1,1,-1,1,-1,-1,-1
"3088",-1,-1,-1,1,-1,0,-1
"3089",1,1,-1,1,-1,1,1
"3091",-1,-1,-1,-1,-1,0,-1
"3092",0,1,1,1,-1,0,1
"3094",0,1,-1,1,-1,1,1
"3096",-1,1,-1,1,-1,0,-1
"3098",0,-1,-1,1,-1,0,-1
"3100",1,1,-1,1,1,-1,1
"3101",1,0,-1,1,1,1,1
"3103",-1,0,-1,1,-1,0,-1
"3104",0,-1,-1,1,-1,0,-1
"3105",1,-1,-1,1,1,-1,1
"3106",-1,-1,-1,1,-1,0,-1
"3107",1,-1,-1,1,-1,0,1
"3108",0,1,-1,1,-1,-1,1
"3109",0,-1,1,-1,-1,1,1
"3110",-1,-1,-1,1,-1,-1,-1
"3111",0,-1,-1,1,-1,1,1
"3112",-1,1,1,1,-1,0,-1
"3116",-1,-1,-1,1,-1,-1,-1
"3117",-1,1,1,1,-1,-1,-1
"3118",-1,1,-1,1,-1,0,-1
"3120",0,-1,-1,1,-1,-1,-1
"3122",-1,-1,-1,1,0,0,-1
"3123",-1,-1,-1,1,-1,0,-1
"3124",0,1,1,1,-1,-1,-1
"3126",0,1,-1,1,-1,1,1
"3128",-1,-1,-1,-1,-1,0,-1
"3129",1,1,-1,1,-1,-1,1
"3130",-1,1,-1,1,-1,0,-1
"3134",0,1,-1,1,-1,-1,-1
"3135",1,1,-1,1,1,1,1
"3136",0,-1,-1,1,-1,-1,-1
"3138",0,-1,0,1,-1,0,1
"3140",-1,0,-1,1,-1,-1,-1
"3141",1,1,-1,1,-1,1,1
"3143",-1,1,-1,1,-1,-1,1
"3144",0,-1,-1,1,-1,-1,1
"3146",-1,-1,-1,1,-1,0,-1
"3149",0,-1,-1,1,-1,-1,-1
"3151",0,-1,-1,1,-1,1,1
"3152",-1,-1,-1,1,-1,-1,-1
"3153",-1,1,-1,1,-1,-1,-1
"3158",-1,-1,-1,1,-1,-1,-1
"3160",-1,1,-1,1,-1,-1,-1
"3162",1,-1,-1,1,-1,0,1
"3163",0,1,-1,1,-1,-1,-1
"3165",0,-1,-1,1,-1,0,1
"3166",-1,1,-1,1,-1,-1,-1
"3168",0,1,-1,1,-1,0,-1
"3169",0,1,-1,1,-1,1,1
"3171",1,1,-1,1,1,-1,1
"3172",0,1,-1,1,-1,0,1
"3173",-1,0,-1,1,-1,1,-1
"3175",0,-1,1,1,-1,0,1
"3176",-1,-1,1,1,-1,0,-1
"3177",-1,1,1,1,-1,-1,-1
"3178",-1,-1,-1,1,-1,0,-1
"3180",0,1,-1,1,-1,1,1
"3183",0,-1,-1,1,-1,1,1
"3185",-1,-1,-1,1,-1,-1,-1
"3187",1,1,-1,1,1,1,1
"3188",0,1,-1,1,1,1,1
"3190",0,1,-1,1,-1,0,1
"3192",-1,-1,-1,1,-1,-1,-1
"3194",1,1,-1,1,-1,1,1
"3195",-1,1,-1,1,-1,0,-1
"3196",0,1,-1,1,-1,-1,-1
"3197",0,-1,-1,1,-1,0,1
"3198",-1,1,-1,1,-1,0,-1
"3199",0,1,-1,1,-1,-1,1
"3201",0,1,-1,1,-1,-1,1
"3202",1,1,1,1,-1,0,1
"3204",1,-1,-1,1,-1,0,1
"3207",1,-1,-1,1,-1,1,1
"3208",-1,-1,-1,1,-1,0,-1
"3209",-1,-1,-1,1,-1,0,-1
"3210",0,-1,-1,1,-1,-1,1
"3212",-1,1,-1,1,-1,0,-1
"3213",1,1,1,1,1,-1,1
"3215",-1,1,-1,1,0,0,-1
"3216",0,1,-1,1,-1,1,1
"3217",-1,-1,-1,1,-1,0,-1
"3219",1,-1,-1,1,-1,1,1
"3220",-1,-1,-1,1,-1,-1,-1
"3221",-1,-1,-1,1,-1,-1,-1
"3222",-1,-1,-1,1,-1,0,-1
"3225",0,1,1,1,-1,0,1
"3226",-1,1,-1,1,-1,0,-1
"3227",-1,1,-1,1,-1,0,-1
"3228",-1,-1,-1,1,-1,0,-1
"3229",0,-1,-1,1,-1,1,1
"3230",-1,1,1,1,-1,0,-1
"3231",0,-1,-1,1,-1,1,1
"3234",0,1,-1,1,-1,0,1
"3235",0,1,-1,1,-1,1,-1
"3236",0,1,-1,1,1,0,1
"3237",0,-1,-1,1,-1,0,-1
"3238",-1,1,1,1,-1,1,-1
"3240",-1,-1,-1,1,-1,0,-1
"3241",1,-1,-1,1,-1,-1,-1
"3242",1,-1,-1,1,1,1,1
"3243",-1,-1,-1,1,-1,-1,-1
"3244",1,-1,-1,1,1,0,1
"3245",0,1,-1,1,-1,-1,1
"3250",0,-1,-1,1,-1,-1,1
"3251",0,-1,-1,1,-1,1,1
"3254",-1,-1,-1,1,-1,-1,-1
"3255",0,1,-1,1,0,-1,1
"3256",0,1,-1,1,-1,1,1
"3257",1,1,-1,1,-1,-1,1
"3259",0,1,-1,1,-1,1,1
"3260",0,1,-1,1,-1,1,1
"3262",1,1,-1,1,-1,-1,1
"3263",-1,-1,-1,1,-1,0,-1
"3264",0,1,-1,1,-1,-1,-1
"3266",-1,0,-1,1,-1,-1,-1
"3268",-1,-1,-1,1,-1,-1,-1
"3269",0,-1,-1,1,-1,0,1
"3271",0,1,1,1,-1,0,1
"3274",-1,-1,-1,1,-1,1,-1
"3275",-1,-1,-1,-1,-1,-1,-1
"3276",0,-1,0,1,-1,-1,-1
"3277",-1,-1,-1,1,-1,-1,-1
"3278",1,-1,-1,1,-1,1,1
"3279",-1,-1,-1,1,-1,0,-1
"3281",-1,-1,-1,1,-1,0,-1
"3282",0,-1,-1,1,-1,-1,1
"3286",-1,-1,-1,1,-1,0,-1
"3287",0,1,0,1,-1,1,-1
"3290",1,1,-1,1,-1,-1,1
"3292",0,1,-1,1,-1,-1,1
"3296",0,1,-1,1,1,-1,1
"3297",0,-1,-1,1,-1,-1,-1
"3298",-1,1,-1,1,-1,-1,-1
"3299",0,-1,-1,1,-1,0,1
"3300",-1,1,-1,1,-1,-1,-1
"3301",0,1,-1,1,-1,-1,1
"3302",0,-1,-1,1,-1,-1,-1
"3303",1,-1,-1,1,1,-1,1
"3306",0,-1,-1,1,-1,-1,1
"3308",-1,1,-1,1,-1,-1,-1
"3309",1,-1,-1,1,-1,0,1
"3310",0,-1,-1,1,-1,-1,1
"3311",-1,1,-1,-1,-1,0,-1
"3312",-1,1,-1,1,-1,-1,-1
"3313",0,1,1,1,-1,0,1
"3314",-1,-1,-1,1,-1,-1,-1
"3315",-1,1,-1,1,-1,0,-1
"3316",0,1,-1,1,1,-1,1
"3317",1,1,-1,1,0,1,1
"3318",0,1,-1,1,-1,-1,1
"3319",0,-1,-1,1,-1,-1,-1
"3320",1,-1,-1,1,-1,0,1
"3321",1,0,1,1,-1,-1,1
"3322",-1,1,-1,1,-1,0,-1
"3323",1,1,-1,1,1,-1,1
"3324",0,-1,-1,1,-1,0,1
"3325",1,-1,-1,1,-1,1,1
"3326",0,-1,-1,1,-1,1,1
"3327",0,-1,-1,1,-1,0,-1
"3329",1,1,1,1,-1,-1,1
"3330",-1,-1,-1,1,-1,0,-1
"3331",0,1,-1,1,-1,-1,1
"3336",1,-1,-1,1,1,1,1
"3337",-1,1,1,-1,-1,0,-1
"3338",-1,1,-1,1,-1,0,-1
"3339",0,1,1,1,-1,-1,1
"3340",1,1,-1,1,-1,1,1
"3344",-1,-1,-1,1,-1,0,-1
"3346",1,1,-1,1,-1,1,1
"3350",0,1,-1,1,-1,0,1
"3354",0,1,-1,1,-1,1,1
"3356",0,1,1,1,-1,0,1
"3357",0,1,-1,1,-1,-1,-1
"3359",0,1,-1,1,-1,-1,-1
"3360",0,1,-1,1,1,0,1
"3364",0,0,-1,1,-1,-1,1
"3366",0,-1,-1,1,-1,-1,-1
"3367",1,-1,-1,-1,1,-1,1
"3368",0,1,1,1,-1,0,1
"3369",1,-1,-1,-1,1,-1,1
"3370",-1,1,1,-1,-1,0,-1
"3371",0,1,-1,1,1,1,1
"3373",-1,1,1,1,-1,0,-1
"3374",-1,-1,-1,1,-1,-1,-1
"3375",0,1,1,1,-1,1,1
"3376",0,1,-1,1,-1,1,1
"3377",0,-1,-1,1,-1,-1,1
"3378",0,-1,-1,1,-1,1,1
"3379",1,-1,-1,1,-1,0,-1
"3380",1,1,1,1,1,-1,1
"3381",0,-1,-1,1,-1,-1,-1
"3382",1,1,1,1,-1,-1,1
"3383",0,1,-1,1,-1,1,1
"3385",0,-1,-1,1,-1,-1,-1
"3386",0,1,-1,1,-1,1,-1
"3387",1,1,1,1,1,-1,1
"3388",0,1,-1,1,-1,-1,-1
"3389",1,-1,-1,1,1,0,1
"3390",1,1,1,1,1,1,1
"3391",0,-1,-1,1,-1,1,1
"3392",-1,1,-1,1,-1,0,-1
"3394",0,-1,-1,1,-1,1,-1
"3395",0,-1,-1,1,-1,0,1
"3396",0,1,-1,1,-1,0,1
"3400",-1,1,1,1,-1,0,-1
"3404",0,-1,-1,1,-1,0,-1
"3408",1,1,-1,1,-1,1,1
"3409",0,-1,-1,1,-1,-1,1
"3412",-1,1,1,-1,-1,0,-1
"3417",0,1,1,1,-1,1,1
"3420",1,1,-1,1,1,-1,1
"3421",0,1,-1,1,-1,-1,1
"3424",0,1,-1,1,-1,-1,1
"3425",0,1,-1,1,-1,-1,-1
"3426",-1,1,1,1,-1,0,-1
"3428",1,1,-1,1,-1,-1,1
"3429",-1,-1,-1,1,-1,-1,-1
"3430",0,1,-1,1,-1,1,-1
"3431",-1,1,1,1,-1,-1,-1
"3432",-1,1,-1,1,-1,0,-1
"3435",1,1,-1,1,1,0,1
"3436",-1,1,1,1,-1,0,-1
"3437",1,-1,-1,1,-1,0,1
"3439",-1,1,-1,0,-1,0,-1
"3440",0,1,-1,1,-1,-1,1
"3442",-1,-1,-1,1,-1,-1,-1
"3443",-1,1,-1,1,-1,0,-1
"3445",-1,-1,-1,1,-1,-1,-1
"3446",0,1,-1,1,-1,1,1
"3447",-1,1,-1,1,-1,0,-1
"3450",0,1,-1,1,1,1,1
"3451",1,1,-1,-1,1,1,1
"3452",0,1,-1,-1,-1,1,1
"3453",1,1,1,1,-1,0,1
"3455",0,1,-1,1,-1,0,1
"3456",-1,1,-1,1,-1,0,-1
"3457",1,-1,1,1,-1,-1,1
"3458",0,-1,-1,1,-1,0,1
"3459",-1,1,1,1,-1,0,-1
"3460",-1,1,-1,-1,0,-1,-1
"3461",0,-1,-1,1,-1,0,1
"3462",-1,-1,-1,-1,-1,-1,-1
"3463",-1,1,-1,-1,-1,0,-1
"3464",1,-1,-1,1,1,0,1
"3466",-1,1,1,-1,-1,0,-1
"3467",-1,1,-1,1,-1,-1,-1
"3468",0,-1,-1,1,-1,0,1
"3470",0,1,-1,1,-1,1,-1
"3472",1,1,1,1,-1,-1,1
"3473",0,1,-1,1,-1,0,1
"3477",0,-1,-1,1,-1,1,-1
"3478",0,1,-1,0,-1,1,1
"3479",1,1,-1,1,1,1,1
"3480",-1,-1,1,1,-1,0,-1
"3481",0,-1,-1,1,-1,1,-1
"3482",-1,-1,-1,-1,-1,-1,-1
"3483",0,1,-1,1,-1,1,1
"3484",-1,-1,-1,-1,-1,-1,-1
"3485",-1,-1,0,-1,-1,-1,-1
"3486",0,-1,-1,1,-1,0,1
"3487",1,1,-1,1,1,-1,1
"3488",-1,1,-1,0,-1,0,-1
"3489",-1,1,-1,1,-1,0,-1
"3490",1,1,-1,1,-1,1,1
"3491",-1,-1,-1,1,-1,-1,-1
"3492",-1,-1,-1,-1,-1,-1,-1
"3493",1,1,-1,1,1,-1,1
"3494",-1,-1,-1,1,-1,-1,-1
"3496",-1,1,1,1,-1,-1,-1
"3497",0,1,-1,1,-1,0,1
"3498",0,1,-1,1,-1,0,1
"3499",1,1,1,1,1,1,1
"3500",-1,1,1,-1,-1,1,-1
"3501",1,-1,-1,1,-1,-1,1
"3503",-1,-1,-1,-1,-1,-1,-1
"3505",0,1,-1,1,-1,0,-1
"3507",0,1,-1,1,-1,0,1
"3508",0,-1,-1,1,-1,0,1
"3510",-1,-1,-1,1,-1,-1,-1
"3511",-1,1,1,1,-1,0,-1
"3513",-1,1,-1,1,-1,0,-1
"3514",0,1,-1,1,-1,-1,-1
"3515",-1,-1,-1,1,-1,0,-1
"3516",0,-1,-1,1,1,1,1
"3518",0,-1,-1,1,-1,-1,-1
"3519",0,1,-1,1,-1,-1,1
"3520",0,1,-1,1,-1,-1,1
"3521",0,0,-1,1,-1,-1,-1
"3522",0,1,-1,1,-1,0,1
"3523",-1,-1,1,1,-1,-1,-1
"3524",0,1,1,1,1,-1,1
"3526",0,1,-1,1,-1,-1,1
"3527",0,1,-1,1,-1,-1,-1
"3529",0,1,-1,1,-1,-1,1
"3530",-1,1,1,-1,-1,0,-1
"3532",-1,-1,0,1,-1,-1,-1
"3533",-1,-1,-1,1,-1,0,-1
"3537",0,-1,-1,1,-1,1,1
"3538",-1,-1,-1,1,-1,-1,-1
"3539",0,1,-1,1,-1,1,1
"3540",-1,-1,-1,1,-1,0,-1
"3541",-1,-1,-1,1,-1,-1,-1
"3544",-1,1,1,1,-1,-1,-1
"3545",1,-1,-1,1,1,0,1
"3548",0,-1,-1,1,-1,0,-1
"3550",0,1,-1,1,-1,1,1
"3551",0,-1,1,1,-1,0,-1
"3552",-1,-1,-1,1,-1,-1,-1
"3553",-1,-1,-1,-1,-1,-1,-1
"3555",1,-1,-1,1,-1,0,1
"3556",1,0,1,1,-1,1,1
"3557",1,1,-1,1,-1,-1,1
"3559",0,1,1,1,-1,1,1
"3560",0,1,-1,1,1,-1,1
"3563",-1,1,-1,1,-1,0,-1
"3564",1,-1,-1,1,-1,0,1
"3568",0,1,-1,1,-1,0,1
"3569",-1,-1,-1,1,-1,-1,-1
"3570",1,1,1,1,1,0,1
"3571",-1,-1,-1,1,-1,0,-1
"3572",0,1,-1,1,-1,0,1
"3574",1,1,-1,1,-1,1,1
"3576",0,-1,1,1,-1,0,-1
"3577",1,1,1,-1,-1,-1,1
"3578",1,1,-1,1,1,-1,1
"3579",1,1,-1,1,-1,0,1
"3581",-1,-1,-1,1,-1,0,-1
"3582",-1,-1,-1,1,-1,0,-1
"3584",0,1,-1,1,-1,1,-1
"3585",-1,1,-1,1,-1,-1,-1
"3588",-1,-1,-1,-1,-1,0,-1
"3590",-1,-1,-1,1,-1,0,-1
"3591",0,-1,-1,1,-1,1,1
"3593",0,1,1,1,-1,-1,-1
"3594",0,1,-1,1,-1,0,-1
"3596",-1,-1,-1,1,-1,0,-1
"3597",1,1,1,1,-1,-1,1
"3598",-1,-1,-1,1,-1,0,-1
"3604",1,1,1,1,-1,-1,1
"3605",1,1,-1,1,1,1,1
"3606",-1,1,-1,1,-1,-1,-1
"3609",0,-1,1,1,1,1,1
"3611",-1,1,-1,1,-1,-1,-1
"3613",0,1,-1,1,-1,1,1
"3614",-1,1,-1,1,-1,0,-1
"3615",0,1,0,1,0,1,1
"3616",0,-1,-1,1,-1,0,1
"3617",0,1,-1,1,0,0,-1
"3619",0,1,-1,1,-1,-1,1
"3623",1,1,-1,0,-1,1,1
"3624",0,1,1,1,-1,-1,-1
"3625",-1,1,1,1,-1,0,-1
"3626",0,1,-1,1,-1,1,1
"3627",1,1,-1,1,1,0,1
"3628",1,1,-1,1,-1,1,1
"3629",0,1,-1,1,-1,-1,1
"3630",0,0,-1,1,-1,0,-1
"3631",0,1,-1,1,-1,-1,-1
"3632",0,1,-1,1,-1,0,-1
"3635",-1,1,1,1,-1,0,-1
"3636",1,-1,-1,1,1,-1,1
"3638",1,1,-1,1,-1,0,1
"3639",0,-1,-1,1,-1,0,1
"3642",0,-1,-1,1,-1,-1,1
"3643",0,-1,-1,1,1,-1,1
"3644",-1,1,1,1,-1,0,-1
"3645",0,1,0,0,-1,1,1
"3646",0,-1,-1,-1,-1,-1,-1
"3647",-1,-1,-1,-1,-1,0,-1
"3648",1,1,1,1,-1,0,1
"3650",0,1,-1,1,-1,0,1
"3651",-1,1,-1,1,-1,-1,-1
"3655",-1,-1,-1,1,-1,1,-1
"3656",-1,1,1,1,-1,0,-1
"3657",0,-1,1,1,1,1,1
"3658",0,1,-1,1,1,0,1
"3659",0,1,1,1,-1,0,1
"3660",0,1,-1,1,-1,-1,1
"3662",-1,1,-1,1,-1,0,-1
"3664",0,1,-1,1,-1,1,1
"3665",1,1,-1,1,0,0,1
"3666",0,-1,-1,1,-1,1,1
"3667",-1,-1,-1,1,-1,0,-1
"3670",0,1,-1,1,-1,-1,1
"3674",-1,-1,-1,1,-1,-1,-1
"3675",0,1,-1,1,-1,1,1
"3677",0,1,-1,1,-1,-1,-1
"3679",0,1,-1,1,1,-1,1
"3680",0,1,-1,1,-1,-1,1
"3682",-1,1,-1,1,-1,-1,-1
"3684",1,-1,-1,1,1,-1,1
"3685",-1,-1,-1,-1,-1,-1,-1
"3686",0,1,-1,1,-1,-1,-1
"3687",0,-1,-1,1,-1,1,1
"3688",0,1,1,1,-1,1,1
"3689",0,-1,-1,1,-1,0,1
"3691",0,1,-1,1,-1,-1,-1
"3693",0,1,-1,1,0,-1,1
"3695",0,-1,-1,1,-1,-1,-1
"3696",-1,-1,-1,1,-1,0,-1
"3697",0,1,-1,1,-1,1,-1
"3698",0,1,-1,1,-1,-1,-1
"3700",0,-1,-1,1,-1,0,1
"3701",0,1,-1,1,-1,-1,-1
"3703",0,-1,-1,1,-1,1,1
"3705",0,1,-1,1,1,-1,1
"3706",-1,1,1,1,-1,0,-1
"3707",0,1,1,1,-1,-1,1
"3708",-1,-1,-1,1,-1,0,-1
"3710",-1,-1,-1,1,-1,0,-1
"3711",-1,1,1,1,-1,0,-1
"3713",0,-1,-1,1,-1,-1,1
"3714",-1,-1,-1,0,0,0,-1
"3715",0,1,1,1,-1,0,-1
"3716",0,1,-1,1,-1,-1,1
"3717",1,-1,-1,1,1,1,1
"3718",0,-1,-1,1,-1,-1,1
"3720",0,1,1,1,-1,0,1
"3721",1,-1,-1,0,-1,0,1
"3722",1,1,1,1,1,0,1
"3726",0,1,-1,1,-1,0,1
"3727",0,0,-1,1,-1,-1,1
"3728",-1,1,-1,1,-1,0,-1
"3729",1,1,-1,1,-1,0,1
"3730",0,1,-1,1,-1,-1,1
"3732",0,-1,1,1,-1,-1,1
"3733",-1,1,-1,1,-1,0,-1
"3734",0,1,1,1,-1,1,1
"3736",0,1,-1,1,-1,-1,-1
"3737",0,1,-1,1,-1,-1,1
"3739",0,1,-1,1,1,1,1
"3740",0,1,0,1,-1,-1,-1
"3741",-1,-1,1,1,-1,-1,-1
"3742",0,1,1,1,-1,0,1
"3743",-1,-1,-1,1,-1,-1,-1
"3744",0,-1,-1,1,-1,1,1
"3745",0,-1,-1,1,-1,-1,-1
"3746",0,1,-1,1,1,0,1
"3749",-1,1,-1,1,-1,-1,-1
"3752",0,1,-1,1,-1,1,1
"3753",0,-1,-1,1,-1,-1,-1
"3754",-1,-1,-1,1,-1,0,-1
"3755",0,1,1,1,-1,-1,1
"3756",0,1,-1,1,-1,1,1
"3757",1,1,-1,1,0,1,1
"3758",0,1,0,1,0,0,1
"3759",0,1,-1,1,-1,-1,1
"3761",-1,1,1,1,1,-1,1
"3762",0,1,-1,1,-1,1,1
"3764",0,1,1,1,-1,-1,1
"3765",1,1,1,1,-1,1,1
"3766",0,1,1,-1,-1,-1,1
"3768",0,-1,-1,1,-1,1,-1
"3769",1,1,-1,1,-1,1,1
"3771",0,1,1,1,-1,1,1
"3773",1,0,-1,1,-1,-1,1
"3775",0,1,-1,1,-1,1,1
"3776",0,-1,-1,1,-1,0,-1
"3777",0,1,-1,1,-1,1,1
"3778",0,-1,-1,1,-1,-1,-1
"3779",0,1,-1,1,-1,1,-1
