"","URL_of_Anchor","SSLfinal_State","web_traffic","having_Sub_Domain","Prefix_Suffix","Links_in_tags","SFH","Domain_registration_length","Result"
"1876",-1,0,-1,0,-1,-1,-1,-1,-1
"1881",0,-1,1,-1,-1,-1,-1,1,1
"1882",-1,-1,-1,-1,-1,0,-1,1,-1
"1894",0,1,1,1,-1,0,-1,1,1
"1899",1,1,1,-1,1,-1,-1,-1,1
"1901",0,-1,0,-1,-1,-1,-1,-1,-1
"1902",0,0,1,0,1,0,-1,-1,1
"1903",1,1,1,-1,1,-1,-1,-1,1
"1910",1,1,1,-1,1,0,1,-1,1
"1913",0,1,1,-1,-1,0,1,-1,1
"1914",0,1,1,-1,-1,1,-1,-1,1
"1917",-1,0,-1,0,-1,1,-1,1,-1
"1918",0,-1,0,-1,-1,-1,-1,1,-1
"1921",0,-1,1,-1,-1,-1,-1,-1,-1
"1927",0,1,0,0,-1,-1,-1,-1,-1
"1930",1,-1,0,0,1,1,1,-1,1
"1932",0,1,0,-1,-1,-1,-1,-1,-1
"1947",-1,0,0,-1,-1,0,-1,1,-1
"1948",-1,0,1,0,-1,-1,-1,1,-1
"1950",0,1,1,1,-1,0,-1,-1,1
"1953",0,1,-1,1,-1,-1,-1,1,1
"1957",1,1,1,0,-1,-1,-1,1,1
"1958",0,1,-1,1,-1,-1,-1,1,1
"1963",-1,0,-1,0,-1,1,-1,-1,-1
"1966",0,1,0,-1,-1,0,-1,-1,-1
"1975",-1,-1,0,0,-1,1,-1,-1,-1
"1980",0,1,-1,-1,-1,0,-1,1,1
"1981",0,1,1,-1,-1,-1,-1,-1,-1
"1984",1,1,1,1,-1,-1,-1,1,1
"1987",1,1,1,1,-1,-1,0,-1,1
"1989",1,1,1,0,-1,0,1,-1,1
"1993",-1,-1,-1,1,-1,0,-1,-1,-1
"1995",0,-1,-1,-1,-1,0,-1,-1,-1
"1999",0,0,-1,0,-1,0,-1,1,-1
"2000",0,1,1,-1,-1,-1,-1,1,-1
"2002",0,1,1,0,-1,1,1,-1,1
"2004",0,1,1,-1,-1,1,1,-1,1
"2009",1,1,1,0,-1,0,-1,-1,1
"2012",-1,-1,-1,0,-1,0,-1,-1,-1
"2013",0,-1,1,0,-1,-1,-1,1,1
"2018",-1,-1,-1,-1,-1,0,-1,1,-1
"2019",0,1,0,1,-1,0,-1,-1,1
"2021",-1,-1,0,-1,-1,-1,-1,1,-1
"2023",-1,-1,-1,-1,-1,0,1,-1,-1
"2024",1,-1,-1,0,-1,1,-1,-1,1
"2028",0,1,0,-1,-1,-1,-1,-1,-1
"2030",-1,-1,0,-1,-1,-1,-1,1,-1
"2031",1,1,0,1,-1,0,-1,-1,1
"2033",1,1,1,-1,1,1,-1,1,1
"2040",0,-1,0,-1,-1,1,-1,-1,1
"2046",1,1,1,1,1,1,-1,-1,1
"2047",1,1,0,1,-1,0,-1,-1,1
"2051",-1,0,-1,0,-1,0,-1,-1,-1
"2055",0,1,1,-1,-1,1,1,-1,1
"2062",-1,-1,-1,-1,-1,0,-1,1,-1
"2063",0,1,1,-1,-1,0,-1,-1,1
"2065",0,1,1,-1,1,0,1,-1,1
"2070",0,1,1,-1,1,0,-1,-1,1
"2071",1,1,-1,1,1,1,-1,-1,1
"2075",0,1,1,1,-1,0,-1,1,1
"2085",0,1,1,-1,-1,0,-1,-1,1
"2086",-1,0,0,0,-1,0,-1,1,-1
"2087",-1,0,-1,0,-1,-1,-1,-1,-1
"2090",0,1,1,-1,-1,0,1,-1,1
"2091",-1,1,-1,1,-1,0,-1,1,-1
"2094",1,1,1,0,-1,1,-1,1,1
"2095",1,-1,-1,-1,-1,-1,-1,-1,-1
"2097",0,-1,0,0,-1,-1,1,1,-1
"2099",1,1,0,0,-1,0,-1,-1,1
"2102",1,1,-1,-1,-1,-1,-1,1,1
"2106",-1,-1,-1,-1,-1,-1,-1,1,-1
"2108",1,1,1,1,1,0,-1,-1,1
"2109",1,-1,1,0,1,1,-1,-1,1
"2110",0,1,1,-1,-1,-1,-1,-1,1
"2111",0,1,0,-1,-1,0,-1,-1,1
"2113",1,1,1,-1,-1,1,-1,-1,1
"2120",1,1,1,1,-1,1,-1,-1,1
"2121",1,1,-1,-1,-1,0,1,-1,1
"2124",0,-1,0,-1,-1,-1,-1,1,-1
"2125",1,1,1,-1,1,1,-1,-1,1
"2137",0,-1,1,-1,-1,0,-1,1,-1
"2141",-1,0,-1,0,-1,0,1,-1,-1
"2145",0,1,1,-1,-1,0,-1,-1,1
"2151",-1,-1,-1,-1,-1,0,1,-1,-1
"2152",1,1,1,-1,0,0,-1,1,1
"2158",-1,-1,-1,1,-1,-1,-1,1,-1
"2159",-1,-1,-1,1,-1,1,-1,1,-1
"2161",0,-1,0,-1,-1,-1,-1,-1,-1
"2170",0,0,-1,0,-1,0,-1,1,-1
"2176",0,1,1,1,-1,-1,-1,-1,1
"2179",0,-1,0,-1,-1,0,-1,1,-1
"2180",1,1,1,0,-1,0,-1,-1,1
"2181",-1,-1,0,-1,0,0,1,-1,-1
"2184",1,1,1,0,-1,1,-1,1,1
"2187",0,1,1,0,-1,0,-1,-1,1
"2190",0,-1,1,0,-1,1,1,-1,1
"2198",0,-1,1,-1,-1,-1,-1,1,1
"2199",1,1,1,1,-1,1,1,-1,1
"2201",0,-1,0,0,-1,0,1,-1,-1
"2202",-1,0,-1,0,-1,1,1,-1,-1
"2208",0,0,1,0,1,0,-1,-1,1
"2209",0,1,1,-1,-1,-1,-1,-1,1
"2210",0,-1,1,1,-1,-1,-1,1,-1
"2212",1,-1,1,0,-1,0,-1,-1,1
"2216",0,1,1,-1,-1,0,-1,-1,1
"2221",0,1,1,0,-1,0,1,-1,1
"2224",0,-1,-1,-1,-1,0,-1,1,-1
"2225",-1,-1,-1,-1,-1,-1,-1,-1,-1
"2230",1,1,1,0,1,-1,-1,-1,1
"2234",1,-1,0,-1,-1,0,-1,-1,-1
"2239",0,1,0,-1,-1,-1,-1,-1,-1
"2240",-1,-1,-1,-1,-1,1,-1,1,-1
"2244",-1,-1,0,-1,-1,0,-1,1,-1
"2250",-1,-1,0,0,-1,-1,1,-1,-1
"2252",-1,-1,-1,0,-1,0,-1,-1,-1
"2256",0,1,1,0,-1,-1,-1,-1,-1
"2260",1,0,-1,0,-1,0,1,-1,-1
"2261",1,1,-1,1,1,0,1,-1,1
"2267",0,1,-1,0,-1,-1,-1,1,1
"2269",-1,-1,-1,-1,-1,-1,-1,-1,-1
"2270",0,1,1,1,-1,0,-1,-1,1
"2278",-1,-1,-1,-1,-1,0,-1,1,-1
"2281",0,1,1,-1,-1,-1,-1,-1,1
"2283",-1,0,-1,0,-1,0,-1,-1,-1
"2284",-1,-1,-1,-1,-1,0,-1,-1,-1
"2289",0,1,1,-1,1,1,-1,1,1
"2290",-1,-1,-1,-1,0,0,-1,1,-1
"2293",-1,-1,0,0,-1,-1,0,1,-1
"2294",0,1,0,0,-1,0,-1,-1,1
"2297",-1,-1,1,-1,-1,1,-1,-1,-1
"2298",0,1,1,0,-1,1,-1,1,1
"2315",-1,-1,1,0,-1,0,-1,-1,-1
"2320",0,0,-1,0,-1,1,-1,-1,-1
"2322",-1,-1,-1,-1,-1,0,-1,-1,-1
"2323",-1,-1,-1,0,-1,0,1,1,-1
"2324",0,1,0,1,-1,-1,-1,-1,1
"2327",0,1,1,0,-1,-1,-1,-1,1
"2330",0,1,1,-1,-1,-1,-1,1,-1
"2332",-1,-1,-1,0,-1,1,-1,-1,-1
"2334",0,1,1,1,-1,-1,-1,-1,1
"2336",1,1,1,0,1,-1,-1,1,1
"2337",1,1,1,1,-1,1,-1,-1,1
"2340",1,1,1,-1,-1,0,-1,-1,1
"2344",-1,-1,-1,0,-1,0,-1,-1,-1
"2346",0,-1,1,1,-1,-1,-1,1,1
"2348",1,1,1,0,-1,0,1,-1,1
"2352",-1,0,-1,0,-1,-1,-1,-1,-1
"2354",0,-1,1,0,-1,1,-1,1,-1
"2355",0,1,1,0,-1,-1,1,-1,1
"2359",1,1,1,-1,-1,1,-1,1,1
"2361",-1,1,1,-1,1,0,1,-1,1
"2362",0,1,1,-1,-1,0,1,-1,1
"2364",0,1,0,0,-1,-1,-1,1,-1
"2366",-1,-1,1,0,-1,1,1,-1,-1
"2367",0,-1,0,-1,-1,-1,-1,-1,1
"2369",0,-1,1,-1,-1,-1,-1,-1,-1
"2375",-1,0,0,0,-1,0,1,-1,-1
"2378",1,-1,1,1,1,0,-1,-1,1
"2380",1,1,1,0,-1,1,-1,-1,1
"2381",1,1,1,1,1,1,-1,1,1
"2385",0,1,1,0,-1,1,-1,-1,1
"2387",0,-1,-1,-1,-1,-1,-1,-1,-1
"2390",-1,-1,1,-1,-1,0,-1,-1,-1
"2392",0,1,0,1,-1,-1,1,-1,1
"2394",0,1,1,0,-1,0,-1,-1,1
"2400",0,1,1,-1,-1,0,-1,-1,1
"2409",-1,-1,-1,0,-1,1,-1,-1,-1
"2413",1,1,-1,1,1,0,1,-1,1
"2418",1,-1,1,1,-1,1,1,-1,1
"2419",1,1,0,0,-1,-1,-1,-1,1
"2421",-1,-1,0,-1,-1,0,-1,1,-1
"2422",0,1,1,0,-1,1,1,0,1
"2429",1,1,-1,1,-1,0,0,-1,1
"2431",-1,1,0,-1,-1,0,-1,1,-1
"2443",0,1,1,0,-1,1,-1,-1,1
"2445",0,1,1,0,-1,0,-1,-1,1
"2446",0,-1,0,-1,-1,0,-1,1,1
"2447",0,1,-1,1,1,1,-1,1,1
"2449",0,1,0,0,1,-1,1,-1,1
"2451",-1,-1,-1,-1,-1,0,-1,-1,-1
"2452",1,-1,1,0,-1,0,-1,-1,1
"2456",-1,0,-1,0,-1,-1,-1,1,-1
"2461",0,1,0,1,-1,1,-1,-1,-1
"2462",-1,1,0,1,-1,-1,-1,1,-1
"2464",-1,1,-1,0,-1,1,-1,1,-1
"2466",0,1,1,-1,-1,0,-1,-1,1
"2473",1,1,1,0,-1,0,-1,-1,1
"2475",0,-1,0,-1,-1,-1,-1,1,-1
"2478",-1,-1,-1,-1,-1,0,-1,-1,-1
"2479",0,1,0,0,-1,-1,-1,1,-1
"2480",1,1,1,-1,-1,0,-1,-1,1
"2483",0,1,1,0,-1,-1,-1,0,1
"2486",-1,0,-1,0,-1,0,-1,-1,-1
"2493",1,1,1,1,-1,-1,1,-1,1
"2502",0,1,1,-1,1,-1,1,-1,1
"2504",0,1,0,-1,-1,-1,-1,-1,1
"2510",1,1,1,1,-1,0,-1,-1,1
"2514",0,-1,1,0,-1,0,-1,-1,1
"2516",0,-1,1,0,1,0,1,-1,1
"2520",1,1,0,0,-1,-1,-1,1,1
"2522",0,1,1,0,1,0,-1,-1,1
"2524",1,1,1,0,1,0,-1,1,1
"2526",-1,1,-1,0,-1,0,-1,-1,-1
"2527",0,-1,0,-1,0,-1,-1,1,-1
"2529",1,-1,-1,-1,-1,-1,-1,-1,-1
"2538",-1,-1,-1,-1,-1,0,-1,1,-1
"2540",0,1,1,1,-1,1,-1,-1,1
"2541",0,1,1,0,-1,0,-1,-1,1
"2544",1,1,-1,-1,-1,-1,-1,1,1
"2555",1,1,-1,1,1,0,1,-1,1
"2564",0,1,1,0,-1,0,1,-1,1
"2565",-1,-1,0,-1,-1,-1,-1,1,-1
"2569",0,-1,-1,-1,-1,0,-1,1,-1
"2572",-1,-1,1,0,0,1,-1,-1,-1
"2576",-1,1,1,1,0,0,0,-1,-1
"2580",-1,-1,0,1,-1,0,-1,-1,-1
"2582",1,1,1,0,1,-1,1,-1,1
"2587",-1,-1,-1,0,-1,0,-1,1,-1
"2591",0,1,1,1,-1,1,-1,-1,1
"2593",-1,0,0,0,-1,0,-1,-1,-1
"2594",-1,1,-1,1,-1,-1,-1,1,-1
"2595",1,1,1,0,-1,-1,-1,1,1
"2597",0,1,1,1,-1,1,-1,-1,1
"2598",1,1,1,0,-1,0,-1,1,1
"2599",0,1,1,0,-1,0,-1,-1,1
"2601",-1,-1,-1,0,-1,1,-1,1,-1
"2602",0,1,0,0,-1,0,-1,-1,1
"2609",0,1,1,-1,1,0,-1,-1,1
"2615",0,-1,1,-1,-1,1,1,-1,-1
"2621",-1,1,-1,0,-1,-1,1,-1,-1
"2622",1,1,1,0,-1,0,-1,1,1
"2624",0,1,0,1,-1,-1,-1,-1,1
"2627",0,1,1,1,1,-1,-1,-1,1
"2629",1,1,1,-1,1,0,-1,-1,1
"2632",1,1,1,-1,-1,-1,-1,-1,1
"2633",0,1,1,0,-1,0,-1,-1,1
"2635",0,1,1,0,-1,-1,-1,1,1
"2636",1,-1,1,0,-1,0,-1,-1,1
"2643",1,1,-1,-1,1,0,1,-1,1
"2656",1,1,-1,-1,-1,0,-1,-1,1
"2659",0,1,-1,-1,1,1,-1,1,1
"2662",0,1,0,-1,-1,-1,-1,1,-1
"2663",-1,-1,0,1,-1,-1,-1,-1,-1
"2667",0,1,1,1,-1,-1,-1,-1,1
"2670",-1,0,-1,0,-1,0,-1,-1,-1
"2674",0,1,1,1,1,1,1,-1,1
"2681",1,1,1,-1,-1,0,-1,-1,1
"2686",-1,-1,0,-1,-1,1,-1,0,-1
"2691",1,0,1,1,-1,1,-1,-1,1
"2692",0,1,1,0,-1,-1,-1,-1,1
"2695",0,1,1,-1,-1,1,1,-1,1
"2696",1,1,1,0,-1,0,-1,-1,1
"2698",-1,-1,-1,0,-1,-1,-1,1,-1
"2702",1,1,-1,1,1,1,-1,1,1
"2708",0,-1,-1,-1,-1,0,-1,-1,-1
"2710",1,1,1,1,-1,1,-1,-1,1
"2715",1,-1,1,1,-1,1,1,-1,1
"2716",-1,0,0,0,-1,1,0,-1,-1
"2718",1,-1,1,0,-1,0,-1,-1,1
"2719",0,1,1,0,-1,0,1,-1,1
"2726",0,1,1,-1,-1,-1,1,-1,1
"2727",0,1,1,-1,-1,0,-1,-1,1
"2730",0,1,0,1,-1,1,-1,1,-1
"2731",0,1,1,0,-1,0,1,-1,1
"2732",-1,1,0,1,-1,1,-1,-1,-1
"2734",0,1,1,-1,-1,-1,1,-1,1
"2740",1,1,0,0,-1,-1,-1,1,1
"2741",1,1,1,1,1,0,-1,-1,1
"2743",0,1,1,-1,-1,-1,-1,-1,1
"2746",1,1,1,1,-1,0,-1,-1,1
"2750",0,1,0,1,1,-1,1,-1,1
"2754",1,1,1,-1,-1,1,-1,-1,1
"2756",0,1,0,0,-1,-1,-1,-1,1
"2763",-1,-1,0,0,-1,-1,-1,1,-1
"2766",-1,1,1,-1,-1,-1,-1,1,-1
"2767",1,1,1,0,-1,1,-1,1,1
"2768",1,-1,-1,-1,-1,-1,-1,1,-1
"2774",-1,-1,1,0,-1,1,-1,1,-1
"2775",1,1,1,1,1,1,-1,-1,1
"2779",0,1,1,1,-1,1,-1,1,1
"2780",-1,-1,-1,-1,-1,0,-1,1,-1
"2787",0,-1,1,0,-1,0,-1,-1,1
"2791",0,1,1,1,-1,1,-1,-1,1
"2793",0,1,1,0,1,0,-1,-1,1
"2796",-1,-1,-1,-1,-1,0,1,-1,-1
"2797",-1,1,0,-1,-1,1,-1,1,-1
"2799",-1,-1,-1,-1,-1,-1,-1,1,-1
"2805",0,-1,-1,-1,-1,0,-1,1,-1
"2806",1,1,0,-1,-1,0,-1,-1,1
"2808",0,1,1,-1,-1,-1,-1,1,1
"2809",0,1,-1,1,-1,0,1,-1,1
"2815",0,1,1,0,-1,0,-1,-1,1
"2820",1,1,1,1,-1,1,-1,-1,1
"2821",1,-1,1,0,-1,0,-1,-1,1
"2828",-1,0,0,0,-1,-1,-1,-1,-1
"2831",0,1,1,0,-1,0,-1,-1,1
"2835",-1,0,-1,0,-1,0,-1,-1,-1
"2839",0,1,1,-1,-1,0,-1,-1,1
"2840",0,-1,1,0,-1,0,1,-1,1
"2843",1,1,1,1,1,0,-1,1,1
"2846",1,1,1,-1,-1,1,-1,-1,1
"2847",-1,-1,-1,0,-1,1,-1,-1,-1
"2857",1,-1,1,-1,-1,0,-1,-1,-1
"2865",-1,1,0,-1,-1,0,-1,-1,-1
"2866",-1,-1,-1,0,-1,0,-1,1,-1
"2867",0,0,1,1,-1,0,1,-1,1
"2869",0,1,1,1,-1,0,1,-1,1
"2874",1,1,1,-1,-1,-1,-1,-1,1
"2875",0,-1,-1,-1,-1,0,-1,1,-1
"2879",1,1,1,1,1,0,-1,-1,1
"2880",1,1,1,1,-1,0,1,-1,1
"2890",-1,-1,0,0,-1,-1,0,1,-1
"2893",0,-1,1,-1,-1,0,-1,1,1
"2894",0,1,1,1,-1,-1,-1,-1,1
"2899",-1,0,1,0,-1,0,1,-1,-1
"2902",0,1,0,1,-1,0,-1,1,-1
"2906",0,1,1,-1,-1,0,-1,1,1
"2907",0,1,-1,1,-1,1,-1,-1,1
"2910",1,1,1,0,-1,-1,-1,1,1
"2912",-1,1,0,0,-1,0,-1,1,-1
"2915",1,1,1,-1,1,-1,1,-1,1
"2916",1,1,1,1,-1,1,-1,-1,1
"2920",0,1,1,-1,-1,-1,-1,1,1
"2921",0,-1,0,-1,-1,-1,-1,-1,-1
"2922",0,1,1,-1,-1,0,0,1,1
"2923",0,1,-1,-1,-1,0,-1,1,1
"2925",1,1,1,1,-1,0,-1,1,1
"2926",0,-1,-1,-1,-1,-1,-1,-1,-1
"2930",0,1,1,1,-1,0,-1,-1,1
"2933",-1,-1,-1,1,-1,1,-1,-1,-1
"2938",0,1,1,1,-1,1,-1,-1,1
"2941",0,-1,1,1,-1,1,-1,1,-1
"2943",-1,-1,0,0,-1,0,-1,-1,-1
"2945",-1,1,0,0,-1,-1,-1,1,-1
"2946",-1,0,-1,0,-1,-1,-1,1,-1
"2949",0,1,-1,1,1,1,-1,1,1
"2951",1,1,1,-1,-1,-1,-1,-1,1
"2952",-1,-1,-1,-1,-1,-1,1,-1,-1
"2953",0,1,1,0,-1,-1,-1,1,1
"2954",0,1,1,-1,-1,-1,-1,-1,-1
"2959",0,1,1,1,-1,-1,-1,-1,1
"2965",0,1,0,-1,-1,0,-1,-1,1
"2969",-1,-1,-1,0,-1,1,-1,1,-1
"2970",1,1,1,-1,1,0,-1,-1,1
"2979",1,1,1,-1,-1,0,1,-1,1
"2982",0,1,1,-1,-1,0,-1,-1,1
"2984",0,-1,0,-1,-1,-1,-1,1,-1
"2985",0,1,-1,1,-1,1,-1,-1,1
"2988",0,1,0,-1,-1,0,-1,-1,1
"2990",0,-1,-1,-1,-1,-1,0,-1,-1
"2995",-1,-1,-1,-1,-1,-1,-1,-1,-1
"2997",1,1,1,-1,1,1,-1,-1,1
"2999",-1,0,-1,0,-1,1,-1,1,-1
"3001",0,-1,-1,0,1,-1,-1,1,1
"3003",-1,-1,-1,-1,-1,1,-1,1,-1
"3009",1,1,-1,1,1,0,-1,1,1
"3011",0,0,0,1,-1,0,-1,-1,1
"3025",0,1,1,1,-1,0,0,-1,1
"3027",1,1,1,1,-1,0,-1,-1,1
"3028",-1,-1,-1,-1,-1,-1,-1,1,-1
"3030",-1,0,-1,0,-1,0,-1,1,-1
"3032",1,1,1,-1,1,1,-1,-1,1
"3041",0,1,0,1,-1,-1,-1,1,1
"3044",-1,0,-1,0,-1,-1,-1,1,-1
"3046",-1,0,-1,0,-1,1,-1,1,-1
"3048",0,0,0,0,-1,-1,-1,1,-1
"3050",1,1,1,-1,-1,0,-1,1,1
"3056",1,1,-1,0,-1,0,-1,1,1
"3057",-1,1,-1,-1,-1,0,-1,1,-1
"3064",0,-1,1,-1,-1,0,-1,1,-1
"3069",-1,-1,-1,-1,-1,1,1,-1,-1
"3070",1,1,1,-1,1,-1,-1,-1,1
"3071",0,1,0,1,-1,0,-1,-1,-1
"3073",-1,-1,0,1,-1,-1,-1,1,-1
"3080",0,1,-1,1,1,0,1,-1,1
"3086",-1,-1,-1,-1,-1,0,-1,1,-1
"3087",0,1,1,1,-1,0,-1,1,1
"3093",1,1,0,-1,1,0,-1,1,1
"3095",0,1,1,1,1,-1,-1,-1,1
"3100",1,1,1,-1,1,0,-1,-1,1
"3101",1,0,-1,1,1,1,1,-1,1
"3103",-1,-1,0,0,-1,1,-1,-1,-1
"3105",1,1,-1,-1,1,0,-1,0,1
"3108",0,1,1,-1,-1,0,-1,-1,1
"3109",0,1,1,1,-1,0,1,-1,1
"3110",-1,0,0,-1,-1,-1,-1,-1,-1
"3112",-1,0,0,0,-1,-1,-1,-1,-1
"3117",-1,-1,-1,-1,-1,1,-1,-1,-1
"3118",-1,-1,-1,0,-1,0,-1,-1,-1
"3119",0,1,0,1,-1,0,-1,-1,-1
"3120",0,1,1,-1,-1,-1,-1,1,-1
"3121",0,1,0,-1,-1,0,-1,0,-1
"3123",-1,0,-1,0,-1,0,-1,1,-1
"3125",-1,1,1,-1,-1,1,-1,-1,1
"3126",0,1,1,1,-1,-1,-1,-1,1
"3127",0,1,1,1,-1,1,-1,1,1
"3132",-1,-1,-1,-1,-1,-1,1,0,-1
"3146",-1,0,0,0,-1,1,-1,-1,-1
"3149",0,1,1,-1,-1,-1,-1,-1,-1
"3154",-1,-1,-1,-1,-1,-1,1,-1,-1
"3155",-1,-1,-1,-1,-1,0,-1,1,-1
"3156",0,1,1,0,-1,1,-1,-1,1
"3159",1,-1,-1,1,1,0,-1,-1,1
"3162",1,0,1,0,-1,1,-1,1,1
"3167",0,1,1,0,-1,1,0,-1,1
"3176",-1,-1,0,0,-1,-1,-1,1,-1
"3178",-1,-1,-1,0,-1,1,-1,-1,-1
"3180",0,1,1,1,-1,0,-1,-1,1
"3181",-1,0,1,0,-1,-1,-1,1,-1
"3182",-1,-1,-1,-1,-1,0,-1,1,-1
"3183",0,1,1,1,-1,-1,-1,-1,1
"3187",1,-1,-1,1,1,0,-1,-1,1
"3192",-1,-1,-1,-1,-1,1,-1,1,-1
"3200",-1,0,1,0,-1,1,-1,1,-1
"3201",0,1,1,-1,-1,-1,-1,-1,1
"3203",0,1,1,1,1,1,-1,-1,1
"3205",0,-1,0,-1,-1,0,-1,-1,-1
"3206",0,1,1,1,-1,0,-1,-1,1
"3208",-1,0,-1,0,-1,-1,-1,1,-1
"3209",-1,0,-1,0,-1,0,-1,1,-1
"3214",1,1,0,1,-1,0,-1,-1,1
"3223",-1,-1,-1,-1,-1,0,-1,-1,-1
"3225",0,1,1,0,-1,-1,1,-1,1
"3229",0,1,1,1,-1,0,-1,1,1
"3230",-1,-1,1,0,-1,1,1,-1,-1
"3232",1,1,1,0,-1,1,0,1,1
"3235",0,1,0,1,-1,1,-1,-1,-1
"3236",0,1,0,0,1,-1,-1,-1,1
"3238",-1,-1,-1,1,-1,-1,-1,-1,-1
"3246",0,-1,0,-1,-1,-1,-1,-1,-1
"3250",0,1,1,-1,-1,1,-1,1,1
"3251",0,1,1,1,-1,-1,-1,1,1
"3254",-1,-1,0,-1,-1,0,-1,1,-1
"3258",0,1,1,0,-1,-1,-1,-1,1
"3266",-1,1,0,-1,-1,1,-1,-1,-1
"3269",0,1,-1,0,-1,1,-1,1,1
"3279",-1,-1,-1,0,-1,0,-1,1,-1
"3280",-1,0,-1,0,-1,1,1,-1,-1
"3284",-1,1,-1,1,-1,0,-1,1,-1
"3286",-1,0,-1,0,-1,1,-1,1,-1
"3287",0,1,0,1,-1,1,-1,-1,-1
"3291",1,1,1,0,-1,0,-1,-1,1
"3295",0,1,1,1,-1,-1,-1,-1,1
"3296",0,1,1,-1,1,-1,-1,-1,1
"3298",-1,-1,0,-1,-1,0,-1,1,-1
"3305",-1,-1,-1,-1,-1,-1,-1,1,-1
"3312",-1,-1,0,-1,-1,0,-1,-1,-1
"3313",0,1,1,0,-1,0,1,-1,1
"3315",-1,0,-1,0,-1,0,-1,-1,-1
"3318",0,1,1,-1,-1,1,-1,0,1
"3321",1,1,1,-1,-1,0,1,-1,1
"3328",0,0,-1,0,-1,-1,-1,1,-1
"3330",-1,0,-1,0,-1,0,-1,1,-1
"3334",0,1,1,1,-1,0,-1,-1,1
"3336",1,1,1,1,1,0,-1,1,1
"3337",-1,0,-1,0,-1,0,1,-1,-1
"3340",1,1,1,1,-1,0,-1,-1,1
"3345",0,1,0,-1,-1,1,-1,-1,-1
"3349",0,1,1,-1,-1,1,1,-1,1
"3353",-1,0,0,0,-1,0,1,-1,-1
"3354",0,1,1,1,-1,-1,-1,-1,1
"3355",0,1,1,1,1,0,-1,-1,1
"3357",0,-1,1,-1,-1,0,-1,1,-1
"3358",1,1,1,1,1,0,-1,-1,1
"3359",0,-1,1,-1,-1,-1,-1,-1,-1
"3363",-1,1,0,0,-1,-1,0,-1,-1
"3367",1,1,1,-1,1,1,-1,1,1
"3373",-1,0,0,0,-1,0,1,-1,-1
"3378",0,1,-1,1,-1,1,-1,1,1
"3382",1,1,1,-1,-1,-1,1,-1,1
"3392",-1,0,1,0,-1,-1,-1,-1,-1
"3405",0,1,1,0,-1,0,1,-1,1
"3406",0,1,1,0,-1,-1,-1,-1,1
"3407",0,1,1,-1,-1,0,-1,-1,1
"3408",1,1,1,1,-1,0,-1,-1,1
"3409",0,1,1,-1,-1,0,-1,1,1
"3412",-1,-1,-1,0,-1,0,1,-1,-1
"3414",0,-1,1,0,-1,-1,-1,1,-1
"3415",0,-1,-1,-1,-1,-1,-1,-1,-1
"3419",-1,1,-1,1,-1,0,-1,1,-1
"3425",0,1,0,-1,-1,-1,-1,1,-1
"3426",-1,0,1,0,-1,1,1,-1,-1
"3432",-1,0,-1,0,-1,0,-1,-1,-1
"3435",1,1,1,0,1,0,-1,-1,1
"3439",-1,0,1,0,-1,1,-1,-1,-1
"3445",-1,-1,-1,-1,-1,-1,-1,-1,-1
"3449",0,1,-1,0,-1,0,-1,1,1
"3455",0,-1,1,0,-1,0,-1,-1,1
"3457",1,1,-1,-1,-1,0,1,-1,1
"3461",0,1,1,0,-1,1,-1,1,1
"3463",-1,0,-1,0,-1,0,-1,-1,-1
"3474",1,1,1,1,-1,1,-1,-1,1
"3478",0,1,0,1,-1,0,-1,-1,1
"3479",1,1,1,1,1,1,0,-1,1
"3481",0,-1,0,1,-1,-1,-1,1,-1
"3484",-1,-1,-1,-1,-1,-1,-1,-1,-1
"3488",-1,-1,-1,0,-1,0,-1,-1,-1
"3494",-1,-1,-1,-1,-1,-1,-1,1,-1
"3503",-1,-1,-1,-1,-1,-1,-1,1,-1
"3504",0,0,0,-1,-1,-1,-1,1,-1
"3505",0,-1,0,0,-1,-1,-1,1,-1
"3511",-1,0,0,0,-1,0,1,-1,-1
"3517",-1,-1,-1,-1,-1,0,-1,1,-1
"3520",0,1,1,-1,-1,0,-1,-1,1
"3524",0,1,1,-1,1,0,1,-1,1
"3531",1,1,1,0,1,1,-1,-1,1
"3533",-1,0,-1,0,-1,1,-1,-1,-1
"3535",0,1,-1,1,1,0,-1,1,1
"3547",1,1,0,-1,-1,0,-1,-1,1
"3554",0,-1,1,0,-1,0,-1,-1,1
"3557",1,1,1,-1,-1,0,-1,1,1
"3564",1,1,1,0,-1,1,-1,-1,1
"3569",-1,-1,0,-1,-1,1,-1,1,-1
"3572",0,1,1,0,-1,1,-1,-1,1
"3573",-1,-1,0,-1,-1,0,-1,1,-1
"3578",1,1,1,-1,1,1,-1,-1,1
"3579",1,1,1,0,-1,0,-1,-1,1
"3585",-1,-1,-1,-1,-1,-1,-1,-1,-1
"3588",-1,0,-1,0,-1,1,-1,1,-1
"3599",0,1,1,0,-1,1,1,-1,1
"3601",0,1,1,1,-1,0,-1,1,1
"3606",-1,-1,1,-1,-1,-1,-1,-1,-1
"3607",0,1,1,1,-1,1,-1,-1,1
"3609",0,1,0,1,1,-1,0,1,1
"3613",0,1,1,1,-1,-1,-1,-1,1
"3614",-1,0,0,0,-1,-1,-1,-1,-1
"3616",0,1,0,0,-1,0,-1,1,1
"3617",0,0,-1,0,0,-1,-1,-1,-1
