"","URL_of_Anchor","SSLfinal_State","web_traffic","having_Sub_Domain","Prefix_Suffix","Links_in_tags","SFH","Domain_registration_length","Result"
"2489",0,1,1,0,-1,0,-1,1,1
"2490",0,1,1,-1,-1,1,-1,-1,1
"2491",0,-1,1,0,-1,-1,-1,1,-1
"2494",1,1,1,1,-1,0,-1,-1,1
"2495",-1,0,-1,0,-1,1,-1,1,-1
"2496",0,-1,1,1,-1,0,-1,1,-1
"2497",1,1,1,1,-1,1,-1,1,1
"2498",1,1,1,0,1,1,-1,-1,1
"2499",-1,0,0,0,-1,1,-1,-1,-1
"2500",0,-1,0,1,-1,-1,-1,-1,-1
"2501",0,1,1,-1,-1,1,1,-1,1
"2503",0,1,1,-1,-1,1,-1,-1,1
"2505",0,1,1,-1,-1,1,-1,1,1
"2506",0,1,1,0,-1,1,-1,-1,1
"2507",1,1,1,0,1,0,-1,-1,1
"2508",0,1,1,-1,-1,0,-1,1,1
"2509",1,1,1,-1,1,0,-1,-1,1
"2511",0,1,0,1,-1,1,-1,1,1
"2512",0,-1,-1,1,-1,-1,-1,-1,-1
"2513",0,1,1,1,1,0,-1,1,1
"2515",0,1,-1,-1,1,1,-1,1,1
"2517",-1,-1,0,1,-1,-1,-1,-1,-1
"2518",1,1,1,-1,-1,0,1,-1,1
"2519",0,1,1,-1,-1,1,1,-1,1
"2521",-1,-1,-1,1,-1,1,-1,1,-1
"2523",1,1,1,0,1,0,-1,-1,1
"2525",-1,1,0,1,-1,-1,-1,-1,-1
"2528",0,1,-1,-1,-1,0,-1,1,1
"2530",0,1,0,1,-1,0,0,-1,1
"2531",1,1,1,1,1,0,-1,1,1
"2532",1,1,1,-1,1,0,-1,-1,1
"2533",0,1,1,0,-1,-1,-1,1,1
"2534",-1,-1,-1,0,-1,-1,-1,-1,-1
"2535",0,1,1,-1,1,0,1,-1,1
"2536",-1,-1,-1,0,-1,1,-1,-1,-1
"2542",0,1,1,0,-1,-1,1,-1,1
"2543",-1,-1,-1,-1,-1,-1,1,-1,-1
"2545",1,1,1,1,-1,1,-1,-1,1
"2546",-1,1,-1,0,-1,1,-1,1,-1
"2547",0,1,1,0,1,0,-1,-1,1
"2548",0,1,1,1,-1,1,-1,1,1
"2549",0,1,1,-1,1,1,1,-1,1
"2550",-1,1,0,0,-1,1,-1,-1,-1
"2551",-1,-1,-1,-1,-1,-1,-1,1,-1
"2552",0,1,1,-1,-1,0,1,-1,1
"2553",-1,-1,0,-1,-1,1,1,1,-1
"2554",1,1,-1,-1,-1,0,-1,-1,1
"2556",1,1,1,1,1,0,-1,1,1
"2557",1,1,1,1,-1,0,-1,-1,1
"2558",0,1,0,0,0,-1,-1,-1,1
"2559",0,1,-1,1,-1,-1,-1,1,1
"2560",1,1,1,1,-1,1,-1,1,1
"2561",-1,-1,-1,0,-1,-1,-1,-1,-1
"2562",0,0,0,0,-1,-1,-1,1,-1
"2563",0,1,0,0,-1,0,-1,-1,1
"2566",1,1,1,0,-1,1,-1,1,1
"2567",-1,-1,-1,1,-1,1,-1,1,-1
"2568",1,1,1,0,1,0,-1,-1,1
"2570",0,1,1,-1,1,1,-1,-1,1
"2571",0,1,1,0,-1,1,1,-1,1
"2573",-1,0,-1,0,-1,-1,-1,1,-1
"2574",0,1,0,1,-1,0,-1,1,1
"2575",-1,1,1,-1,1,-1,-1,-1,1
"2577",-1,-1,-1,1,-1,0,-1,1,-1
"2578",0,-1,1,1,-1,-1,-1,1,-1
"2579",0,1,1,0,-1,1,1,-1,1
"2581",0,1,0,1,-1,0,-1,-1,1
"2583",0,-1,1,0,-1,-1,-1,1,1
"2584",-1,-1,1,1,-1,0,-1,-1,-1
"2585",0,1,1,-1,-1,0,-1,-1,1
"2586",0,-1,1,0,-1,0,1,-1,1
"2588",-1,-1,0,0,-1,-1,-1,1,-1
"2589",0,1,1,1,-1,-1,0,-1,1
"2590",-1,-1,-1,1,-1,0,-1,-1,-1
"2592",-1,-1,-1,0,-1,-1,-1,1,-1
"2596",0,1,0,1,-1,-1,-1,1,-1
"2600",1,1,1,1,-1,0,-1,-1,1
"2603",0,1,0,-1,-1,0,-1,-1,1
"2604",1,1,1,-1,-1,1,-1,1,1
"2605",0,1,1,-1,-1,0,-1,-1,1
"2606",0,-1,1,-1,-1,0,-1,1,-1
"2607",0,1,1,-1,-1,-1,-1,-1,1
"2608",-1,1,1,0,-1,-1,-1,1,-1
"2610",0,1,1,-1,-1,1,-1,-1,1
"2611",-1,-1,-1,0,-1,0,-1,-1,-1
"2612",0,1,-1,-1,1,-1,-1,1,1
"2613",0,1,0,-1,-1,0,-1,-1,-1
"2616",0,1,-1,0,-1,0,-1,1,-1
"2617",0,1,0,-1,-1,-1,-1,1,-1
"2618",0,-1,0,-1,-1,-1,-1,-1,-1
"2619",1,1,1,-1,1,-1,1,-1,1
"2623",1,1,1,0,-1,0,-1,1,1
"2625",1,1,1,0,-1,1,-1,-1,1
"2626",1,1,1,1,-1,0,-1,-1,1
"2628",0,1,1,0,-1,-1,-1,-1,1
"2630",1,1,1,-1,-1,1,0,-1,1
"2631",0,-1,1,0,-1,-1,-1,1,1
"2634",1,1,1,-1,1,0,1,-1,1
"2637",1,1,1,-1,-1,0,1,-1,1
"2638",-1,-1,-1,-1,-1,-1,-1,1,-1
"2639",1,1,1,1,-1,-1,-1,-1,1
"2640",0,1,1,0,-1,1,-1,-1,1
"2641",-1,-1,-1,-1,-1,-1,-1,0,-1
"2642",1,1,0,0,1,-1,-1,-1,1
"2644",0,-1,0,-1,-1,0,-1,1,-1
"2645",-1,-1,-1,-1,-1,-1,-1,1,-1
"2646",0,1,1,0,-1,-1,-1,-1,-1
"2647",-1,0,-1,0,-1,0,1,-1,-1
"2648",-1,-1,-1,-1,-1,1,-1,-1,-1
"2649",-1,-1,1,0,-1,0,-1,1,-1
"2650",-1,-1,-1,-1,-1,0,-1,1,-1
"2651",0,1,0,-1,-1,-1,1,-1,1
"2652",0,1,0,0,1,0,1,-1,1
"2653",1,-1,1,-1,-1,-1,-1,-1,-1
"2654",-1,0,1,0,-1,1,-1,-1,-1
"2655",-1,0,-1,0,-1,-1,1,-1,-1
"2657",0,1,1,1,-1,0,-1,-1,1
"2658",-1,-1,0,-1,-1,-1,-1,-1,-1
"2660",0,-1,0,0,-1,-1,-1,1,-1
"2661",0,1,1,1,-1,-1,-1,-1,1
"2664",0,1,1,1,-1,0,-1,-1,1
"2665",0,1,1,-1,-1,0,-1,1,1
"2666",1,1,1,1,-1,0,-1,-1,1
"2668",-1,1,0,1,-1,0,-1,-1,-1
"2669",-1,-1,-1,1,-1,0,1,-1,-1
"2671",-1,-1,0,1,-1,0,-1,1,-1
"2672",-1,1,-1,0,-1,-1,-1,-1,-1
"2673",0,-1,1,0,-1,0,-1,-1,1
"2675",0,1,1,-1,-1,-1,-1,1,1
"2676",0,-1,0,-1,-1,-1,-1,-1,1
"2677",0,1,1,-1,1,1,1,-1,1
"2678",-1,0,-1,1,-1,-1,-1,-1,-1
"2679",1,1,0,1,-1,-1,0,-1,1
"2680",1,1,1,1,1,0,-1,1,1
"2682",1,1,1,1,1,1,1,-1,1
"2683",0,1,1,1,-1,0,-1,1,1
"2684",1,1,1,-1,-1,1,-1,-1,1
"2685",1,1,1,0,-1,1,-1,-1,1
"2687",1,-1,1,-1,-1,-1,-1,-1,-1
"2688",1,1,1,0,1,0,1,-1,1
"2689",1,1,1,-1,-1,0,-1,-1,1
"2690",-1,-1,-1,-1,-1,0,-1,1,-1
"2693",-1,0,-1,-1,-1,1,-1,-1,-1
"2694",-1,-1,-1,-1,-1,0,1,-1,-1
"2697",1,1,1,-1,1,0,-1,-1,1
"2699",1,1,1,0,1,1,-1,-1,1
"2700",0,1,1,1,-1,1,-1,1,1
"2701",0,0,0,-1,-1,-1,-1,-1,1
"2703",-1,-1,0,-1,-1,0,-1,-1,-1
"2704",0,1,0,0,1,0,1,-1,1
"2705",0,-1,1,-1,-1,0,-1,-1,-1
"2706",1,-1,1,0,-1,0,-1,-1,1
"2707",0,1,1,1,-1,1,-1,-1,1
"2711",-1,0,-1,0,-1,1,-1,-1,-1
"2712",-1,-1,0,0,-1,0,-1,1,-1
"2713",-1,-1,-1,-1,-1,0,-1,-1,-1
"2714",-1,-1,0,-1,-1,0,-1,1,-1
"2720",-1,-1,0,1,-1,-1,1,1,-1
"2721",1,1,1,0,1,1,-1,1,1
"2722",0,1,1,-1,-1,-1,1,-1,1
"2723",0,1,1,1,-1,-1,1,-1,1
"2724",0,1,0,1,-1,-1,1,0,-1
"2725",0,1,1,0,1,0,1,-1,1
"2728",-1,0,-1,0,-1,0,-1,-1,-1
"2729",1,1,1,-1,-1,1,-1,1,1
"2733",0,1,1,1,-1,0,-1,-1,1
"2735",0,-1,0,1,-1,-1,-1,1,-1
"2736",0,-1,-1,1,-1,0,-1,1,-1
"2737",0,1,-1,1,-1,0,-1,1,1
"2738",0,1,1,0,-1,1,-1,-1,1
"2739",-1,-1,-1,-1,-1,0,-1,1,-1
"2742",1,1,-1,1,-1,1,-1,-1,1
"2744",0,0,-1,0,-1,0,-1,1,-1
"2745",-1,-1,1,-1,-1,-1,-1,-1,-1
"2747",1,1,0,-1,1,0,-1,1,1
"2748",-1,-1,-1,-1,-1,1,-1,-1,-1
"2749",0,-1,-1,-1,-1,-1,-1,-1,-1
"2751",-1,-1,-1,0,-1,-1,-1,1,-1
"2752",0,1,1,0,1,0,-1,-1,1
"2753",1,-1,1,0,1,1,-1,-1,1
"2755",1,1,0,0,-1,-1,-1,-1,1
"2757",0,1,1,0,-1,0,-1,-1,1
"2758",1,1,1,-1,-1,-1,1,-1,1
"2759",0,0,1,-1,-1,0,-1,1,1
"2760",0,1,1,1,-1,1,1,-1,1
"2761",1,-1,0,-1,-1,-1,-1,1,-1
"2762",-1,-1,-1,-1,-1,1,1,-1,-1
"2764",0,1,1,-1,-1,-1,-1,-1,1
"2765",-1,-1,-1,0,-1,1,1,-1,-1
"2769",-1,-1,-1,-1,-1,0,1,1,-1
"2770",0,1,0,0,-1,-1,-1,-1,-1
"2771",1,1,1,0,1,0,-1,-1,1
"2772",0,1,1,1,-1,1,-1,-1,1
"2773",1,1,1,1,1,1,1,-1,1
"2776",0,1,1,0,-1,0,1,-1,1
"2777",-1,-1,0,-1,-1,-1,-1,-1,-1
"2778",-1,-1,0,1,-1,1,-1,-1,-1
"2781",0,1,0,1,1,0,-1,-1,1
"2782",0,1,0,0,-1,-1,-1,1,1
"2783",-1,-1,1,1,-1,1,1,-1,-1
"2784",1,1,-1,1,1,1,1,-1,1
"2785",-1,1,-1,0,-1,0,-1,1,-1
"2786",-1,-1,1,-1,-1,-1,-1,-1,-1
"2788",0,-1,0,0,-1,-1,-1,1,-1
"2789",0,1,1,-1,-1,0,-1,-1,1
"2790",1,1,1,1,-1,1,-1,-1,1
"2792",1,1,-1,1,1,0,1,-1,1
"2794",0,1,0,-1,-1,0,-1,-1,1
"2795",1,1,1,-1,1,1,-1,-1,1
"2798",1,1,-1,-1,1,0,1,-1,1
"2800",-1,-1,-1,0,-1,-1,-1,1,-1
"2801",0,-1,0,-1,-1,-1,-1,1,-1
"2802",-1,0,-1,0,-1,1,-1,-1,-1
"2803",-1,0,-1,0,-1,1,1,-1,-1
"2804",0,1,0,1,-1,1,-1,-1,-1
"2807",0,-1,1,0,-1,0,1,-1,1
"2810",0,1,1,0,-1,-1,1,-1,1
"2811",0,1,1,-1,1,0,-1,-1,1
"2812",1,1,1,1,-1,0,-1,1,1
"2813",0,1,1,1,1,0,-1,-1,1
"2814",0,1,1,1,-1,1,1,-1,1
"2816",0,-1,-1,1,-1,1,1,-1,-1
"2817",-1,-1,-1,1,-1,-1,-1,1,-1
"2818",-1,-1,-1,1,-1,0,-1,1,-1
"2819",1,1,1,1,1,-1,-1,-1,1
"2822",1,-1,1,0,1,1,-1,-1,1
"2823",1,1,1,-1,-1,0,-1,-1,1
"2824",0,1,1,-1,-1,1,-1,-1,1
"2825",-1,-1,0,1,-1,1,-1,-1,-1
"2826",0,1,-1,-1,-1,0,-1,1,1
"2827",-1,-1,-1,1,-1,0,-1,1,-1
"2829",0,1,1,-1,1,1,-1,1,1
"2830",-1,-1,-1,1,-1,0,0,1,-1
"2832",0,1,0,1,-1,-1,1,-1,1
"2833",-1,-1,-1,1,-1,0,-1,-1,-1
"2834",-1,-1,-1,1,-1,-1,1,-1,-1
"2836",1,1,1,1,-1,1,-1,1,1
"2837",0,1,1,0,-1,-1,-1,-1,1
"2838",1,-1,1,0,-1,0,-1,-1,1
"2841",0,1,0,1,-1,-1,-1,1,1
"2842",0,1,1,-1,1,1,1,-1,1
"2844",0,-1,0,-1,-1,0,-1,-1,-1
"2845",0,-1,1,1,-1,0,-1,1,-1
"2848",0,1,1,0,-1,1,-1,1,1
"2849",0,1,1,-1,-1,-1,1,-1,1
"2850",-1,-1,0,0,-1,0,-1,-1,-1
"2851",0,1,1,-1,1,0,-1,-1,1
"2852",0,-1,1,-1,-1,1,1,-1,1
"2853",0,0,0,1,-1,0,-1,-1,1
"2854",1,1,1,-1,1,-1,1,-1,1
"2855",0,1,1,-1,-1,0,-1,0,1
"2856",0,1,1,-1,1,-1,-1,0,1
"2858",1,1,1,-1,1,1,-1,-1,1
"2859",0,0,1,1,-1,1,-1,-1,1
"2860",1,-1,-1,-1,-1,-1,-1,1,-1
"2861",0,-1,1,0,-1,-1,-1,1,1
"2862",-1,1,0,0,-1,-1,1,-1,-1
"2863",0,1,1,-1,-1,-1,-1,-1,1
"2864",-1,0,0,0,-1,-1,-1,-1,-1
"2868",-1,-1,0,-1,-1,-1,-1,1,-1
"2870",0,1,1,0,-1,0,1,-1,1
"2871",0,1,1,-1,-1,0,-1,-1,1
"2872",0,1,0,-1,-1,-1,-1,-1,1
"2873",0,1,0,1,-1,-1,1,-1,1
"2876",-1,0,-1,0,-1,-1,-1,1,-1
"2877",1,-1,1,0,1,0,-1,-1,1
"2878",0,1,1,1,-1,0,-1,-1,1
"2881",-1,-1,-1,0,-1,1,-1,1,-1
"2882",0,1,0,-1,-1,-1,-1,1,-1
"2883",-1,1,1,-1,1,-1,-1,-1,1
"2884",-1,0,-1,-1,-1,0,-1,1,-1
"2885",-1,-1,-1,-1,-1,0,1,-1,-1
"2886",-1,-1,-1,-1,-1,-1,-1,-1,-1
"2887",0,1,1,1,-1,1,1,-1,1
"2888",0,-1,1,-1,-1,0,-1,1,-1
"2889",0,1,1,-1,-1,1,-1,-1,1
"2891",-1,0,1,0,-1,0,1,-1,-1
"2892",0,0,0,0,-1,-1,-1,-1,-1
"2895",1,1,1,1,-1,0,-1,0,1
"2896",-1,-1,1,0,-1,-1,-1,-1,-1
"2897",-1,-1,0,0,-1,-1,-1,0,-1
"2898",-1,-1,-1,-1,-1,0,-1,1,-1
"2900",0,-1,1,0,-1,-1,-1,1,-1
"2901",0,1,1,1,-1,0,-1,-1,1
"2903",0,1,1,1,-1,1,-1,-1,1
"2904",1,1,1,1,1,1,-1,1,1
"2905",0,1,1,-1,-1,0,-1,-1,1
"2908",-1,1,-1,0,-1,1,-1,-1,-1
"2909",0,1,1,1,-1,1,-1,1,1
"2911",-1,-1,-1,-1,-1,0,-1,-1,-1
"2914",-1,0,1,0,-1,0,-1,-1,-1
"2917",0,1,1,-1,-1,1,0,-1,1
"2918",0,-1,0,1,-1,0,-1,-1,1
"2919",1,1,1,1,-1,0,-1,-1,1
"2924",0,1,-1,-1,1,-1,-1,1,1
"2927",0,1,1,1,-1,0,-1,-1,1
"2928",0,1,-1,1,-1,1,-1,-1,1
"2929",-1,-1,-1,1,-1,0,-1,1,-1
"2931",0,1,1,-1,1,0,1,-1,1
"2932",0,1,0,0,-1,1,-1,1,-1
"2934",0,-1,1,-1,-1,0,-1,-1,-1
"2935",0,1,0,-1,-1,1,-1,-1,-1
"2936",1,-1,1,1,-1,1,1,-1,1
"2937",0,1,1,-1,-1,-1,-1,1,-1
"2939",0,-1,1,1,-1,0,-1,-1,1
"2940",0,-1,0,-1,-1,-1,-1,-1,-1
"2942",1,1,1,-1,-1,0,-1,1,1
"2944",0,1,1,-1,-1,0,-1,-1,1
"2947",0,-1,1,0,-1,0,-1,-1,1
"2948",-1,-1,1,-1,-1,1,-1,-1,-1
"2950",0,1,1,-1,1,1,-1,1,1
"2955",0,1,1,-1,1,1,-1,-1,1
"2956",-1,-1,-1,-1,-1,0,-1,-1,-1
"2957",1,1,1,0,1,-1,-1,1,1
"2958",1,1,1,1,-1,-1,1,-1,1
"2960",0,1,1,-1,0,0,1,-1,1
"2961",-1,-1,-1,-1,-1,0,-1,-1,-1
"2962",0,1,1,0,-1,0,1,-1,1
"2963",0,1,0,1,-1,-1,-1,-1,-1
"2964",1,1,1,0,1,1,-1,-1,1
"2966",0,0,0,-1,0,1,-1,-1,-1
"2967",0,1,0,1,-1,-1,-1,1,1
"2968",-1,0,-1,0,-1,-1,-1,-1,-1
"2971",-1,-1,0,0,-1,-1,-1,1,-1
"2972",1,-1,1,1,-1,1,-1,-1,1
"2973",-1,-1,-1,0,-1,0,-1,-1,-1
"2974",0,1,0,1,-1,-1,-1,-1,1
"2975",-1,-1,-1,-1,-1,0,-1,-1,-1
"2977",1,1,1,0,-1,0,1,-1,1
"2978",1,1,1,0,1,-1,-1,-1,1
"2980",0,1,-1,1,-1,0,-1,-1,1
"2981",0,1,1,1,-1,1,-1,-1,1
"2983",-1,-1,-1,0,-1,1,1,-1,-1
"2986",0,-1,-1,1,-1,-1,-1,1,-1
"2987",1,1,-1,1,-1,0,-1,-1,1
"2989",1,-1,0,-1,-1,0,-1,-1,-1
"2991",-1,-1,-1,-1,-1,0,-1,1,-1
"2992",0,1,1,0,0,0,-1,-1,1
"2993",1,1,1,1,-1,0,-1,-1,1
"2994",0,1,1,-1,-1,0,-1,-1,1
"2996",0,1,1,-1,1,1,-1,-1,1
"2998",-1,-1,-1,0,-1,0,-1,1,-1
"3000",1,1,1,-1,-1,1,-1,-1,1
"3002",1,1,1,-1,-1,0,1,-1,1
"3004",1,-1,0,0,1,1,1,-1,1
"3005",-1,0,-1,0,-1,1,-1,-1,-1
"3006",0,1,0,-1,-1,0,-1,-1,-1
"3007",0,1,-1,-1,-1,0,-1,-1,-1
"3008",0,1,1,-1,-1,-1,-1,-1,1
"3010",-1,0,-1,0,-1,0,1,-1,-1
"3012",1,1,1,-1,-1,1,-1,-1,1
"3013",1,1,1,0,-1,1,1,1,1
"3014",0,-1,1,1,-1,1,-1,0,-1
"3015",0,-1,0,-1,-1,-1,-1,1,-1
"3016",-1,-1,1,-1,-1,0,-1,-1,-1
"3017",0,1,0,1,-1,0,-1,-1,1
"3018",0,1,1,-1,1,-1,-1,-1,1
"3019",1,-1,-1,-1,-1,0,-1,-1,-1
"3020",0,1,1,-1,1,0,1,-1,1
"3021",0,1,1,0,-1,-1,1,-1,1
"3022",-1,0,0,0,-1,0,-1,-1,-1
"3023",-1,-1,0,0,-1,0,-1,1,-1
"3024",0,0,1,0,-1,-1,-1,1,-1
"3026",1,1,1,-1,1,1,-1,1,1
"3029",-1,0,1,0,-1,-1,-1,-1,-1
"3031",0,-1,0,-1,-1,-1,0,1,-1
"3033",0,1,0,1,-1,-1,-1,-1,-1
"3034",0,1,1,-1,-1,1,-1,1,1
"3035",1,1,1,0,1,-1,-1,-1,1
"3036",1,1,1,1,1,1,-1,1,1
"3037",0,1,1,1,-1,1,-1,-1,1
"3038",-1,0,-1,0,-1,0,-1,1,-1
"3039",-1,-1,-1,-1,-1,0,-1,-1,-1
"3040",-1,-1,1,0,-1,1,-1,-1,-1
"3042",0,1,0,1,-1,0,-1,-1,-1
"3043",1,1,1,1,1,1,-1,-1,1
"3045",1,1,1,-1,-1,1,-1,1,1
"3047",0,1,1,1,1,1,-1,-1,1
"3049",0,1,1,-1,1,0,-1,-1,1
"3051",-1,0,1,0,-1,0,-1,-1,-1
"3052",0,1,1,-1,1,0,-1,-1,1
"3053",1,-1,-1,0,-1,1,-1,-1,1
"3054",-1,0,0,0,-1,0,-1,1,-1
"3055",-1,-1,1,0,-1,1,-1,-1,-1
"3058",1,0,-1,0,-1,0,1,-1,-1
"3059",-1,-1,-1,-1,-1,-1,1,-1,-1
"3060",1,1,1,-1,1,0,1,-1,1
"3061",0,1,1,0,-1,1,1,-1,1
"3062",0,-1,1,-1,-1,-1,-1,1,-1
"3065",-1,0,1,0,-1,-1,-1,-1,-1
"3066",-1,0,-1,0,-1,-1,1,-1,-1
"3067",-1,0,-1,0,-1,1,-1,1,-1
"3068",-1,-1,0,-1,-1,0,-1,-1,-1
"3072",0,1,1,-1,-1,1,-1,1,1
"3074",0,-1,0,1,-1,0,-1,-1,-1
"3075",0,1,0,-1,-1,0,-1,-1,-1
"3076",-1,0,0,0,-1,-1,1,-1,-1
"3077",0,-1,0,-1,-1,0,-1,-1,-1
"3078",1,1,1,1,1,0,-1,-1,1
"3079",0,-1,1,0,-1,0,-1,-1,-1
"3081",-1,-1,0,-1,-1,-1,-1,-1,-1
"3082",0,1,1,0,-1,1,-1,-1,1
"3083",-1,-1,0,-1,-1,0,-1,-1,-1
"3084",-1,0,-1,0,-1,0,1,-1,-1
"3085",-1,0,-1,0,-1,0,-1,-1,-1
"3088",-1,-1,-1,0,-1,1,-1,1,-1
"3089",1,1,1,1,-1,-1,-1,-1,1
"3090",0,1,1,1,-1,-1,-1,1,1
"3091",-1,0,-1,0,-1,0,-1,-1,-1
"3092",0,1,1,0,-1,0,1,-1,1
"3094",0,1,1,1,-1,-1,-1,-1,1
"3096",-1,0,-1,0,-1,-1,-1,-1,-1
"3097",-1,0,0,0,-1,0,-1,1,-1
"3098",0,-1,1,0,-1,-1,-1,1,-1
"3104",0,0,-1,0,-1,-1,-1,-1,-1
"3106",-1,-1,0,0,-1,0,-1,1,-1
"3107",1,1,1,0,-1,0,-1,1,1
"3111",0,1,1,1,-1,0,-1,-1,1
"3113",0,-1,1,0,-1,0,1,-1,1
"3114",-1,1,0,0,-1,-1,0,-1,-1
"3115",0,1,1,-1,-1,0,1,-1,1
"3116",-1,-1,1,-1,-1,0,-1,1,-1
"3122",-1,-1,0,0,0,0,-1,1,-1
"3124",0,1,0,-1,-1,1,1,-1,-1
"3128",-1,0,-1,0,-1,0,-1,1,-1
"3129",1,1,1,-1,-1,1,-1,-1,1
"3130",-1,0,0,0,-1,1,-1,1,-1
"3133",1,1,1,1,-1,1,-1,-1,1
"3134",0,-1,1,-1,-1,-1,-1,-1,-1
"3135",1,1,1,1,1,-1,-1,-1,1
"3136",0,-1,1,-1,-1,0,-1,1,-1
"3137",-1,1,1,-1,-1,-1,-1,1,-1
"3138",0,1,-1,0,-1,-1,-1,1,1
"3139",-1,0,-1,0,-1,0,1,-1,-1
"3140",-1,0,0,-1,-1,-1,-1,-1,-1
"3141",1,1,1,1,-1,1,-1,-1,1
"3142",0,1,-1,1,0,0,-1,1,1
"3143",-1,1,1,-1,-1,0,-1,-1,1
"3144",0,1,1,-1,-1,1,-1,1,1
"3145",0,1,1,1,-1,1,-1,1,1
"3147",-1,-1,-1,-1,-1,-1,-1,1,-1
"3148",-1,-1,-1,-1,-1,1,-1,-1,-1
"3151",0,1,1,1,-1,1,-1,-1,1
"3152",-1,-1,0,-1,-1,-1,-1,1,-1
"3153",-1,-1,0,-1,-1,0,-1,-1,-1
"3157",0,1,1,-1,-1,1,-1,-1,1
"3158",-1,-1,-1,-1,-1,-1,-1,1,-1
"3160",-1,-1,-1,-1,-1,0,-1,-1,-1
"3161",1,1,-1,0,-1,0,-1,1,1
"3163",0,1,1,-1,-1,-1,-1,-1,-1
"3164",1,1,1,-1,-1,0,-1,-1,1
"3165",0,1,1,0,-1,0,-1,1,1
"3166",-1,-1,1,-1,-1,0,-1,-1,-1
"3168",0,0,0,0,-1,0,-1,-1,-1
"3169",0,1,1,1,-1,0,-1,-1,1
"3170",0,1,1,1,-1,0,1,-1,1
"3171",1,1,1,-1,1,1,-1,-1,1
"3172",0,1,1,0,-1,1,-1,-1,1
"3173",-1,-1,0,1,-1,-1,0,-1,-1
"3174",0,1,1,1,-1,-1,-1,-1,1
"3175",0,0,-1,0,-1,1,1,-1,1
"3177",-1,-1,-1,-1,-1,-1,1,-1,-1
"3179",-1,0,1,0,-1,0,1,-1,-1
"3184",-1,-1,0,-1,-1,-1,-1,1,-1
"3185",-1,-1,0,-1,-1,-1,-1,-1,-1
"3186",-1,1,0,-1,-1,-1,1,-1,-1
"3188",0,1,1,1,1,0,-1,1,1
"3189",0,1,1,-1,1,0,-1,-1,1
"3190",0,1,1,0,-1,1,-1,-1,1
"3191",-1,1,0,-1,-1,0,-1,1,-1
"3193",-1,-1,-1,-1,-1,0,-1,1,-1
"3194",1,1,1,1,-1,1,-1,-1,1
"3195",-1,0,-1,0,-1,-1,-1,-1,-1
"3196",0,-1,1,-1,-1,0,0,-1,-1
"3197",0,1,1,0,-1,0,-1,1,1
"3198",-1,-1,1,0,-1,0,-1,-1,-1
"3199",0,1,0,-1,-1,0,-1,-1,1
"3202",1,1,1,0,-1,0,1,-1,1
"3204",1,1,1,0,-1,-1,-1,1,1
"3207",1,1,0,1,-1,-1,-1,-1,1
"3210",0,0,1,-1,-1,1,-1,1,1
"3211",-1,0,0,0,-1,0,-1,-1,-1
"3212",-1,-1,-1,0,-1,0,-1,-1,-1
"3213",1,1,1,-1,1,0,1,-1,1
"3215",-1,0,-1,0,0,0,-1,-1,-1
"3216",0,-1,-1,1,-1,0,-1,-1,1
"3217",-1,0,-1,0,-1,0,-1,1,-1
"3218",1,-1,1,0,-1,0,-1,-1,1
"3219",1,1,0,1,-1,-1,-1,-1,1
"3220",-1,-1,0,-1,-1,0,-1,1,-1
"3221",-1,-1,0,-1,-1,-1,-1,1,-1
"3222",-1,-1,-1,0,-1,1,-1,-1,-1
"3224",-1,0,0,1,-1,-1,-1,-1,-1
"3226",-1,-1,1,0,-1,0,-1,-1,-1
"3227",-1,-1,-1,0,-1,1,-1,-1,-1
"3228",-1,-1,0,0,-1,0,-1,1,-1
"3231",0,1,1,1,-1,0,-1,-1,1
"3233",0,-1,1,0,-1,1,-1,0,1
"3234",0,1,1,0,-1,1,-1,-1,1
"3237",0,1,0,0,-1,1,-1,-1,-1
"3239",0,-1,0,1,-1,-1,-1,1,-1
"3240",-1,0,-1,0,-1,0,-1,1,-1
"3241",1,-1,-1,-1,-1,-1,-1,1,-1
"3242",1,0,1,1,1,-1,-1,1,1
"3243",-1,-1,0,-1,-1,0,-1,1,-1
"3244",1,1,0,0,1,0,-1,-1,1
"3245",0,1,0,-1,-1,0,-1,-1,1
"3247",0,-1,1,0,-1,1,-1,-1,1
"3249",0,1,0,1,-1,1,-1,-1,1
"3252",0,1,0,-1,-1,-1,-1,-1,1
"3253",0,1,0,1,1,-1,1,-1,1
"3255",0,1,1,-1,0,-1,-1,-1,1
"3256",0,1,1,1,-1,0,-1,0,1
"3257",1,1,1,-1,-1,-1,-1,-1,1
"3259",0,1,1,1,-1,1,-1,-1,1
"3260",0,1,-1,1,-1,1,-1,-1,1
"3261",1,1,1,-1,-1,1,-1,1,1
"3262",1,1,1,-1,-1,0,-1,-1,1
"3263",-1,-1,-1,0,-1,0,-1,1,-1
"3264",0,-1,1,-1,-1,0,-1,1,-1
"3265",0,1,1,0,-1,-1,1,-1,1
"3267",0,1,0,-1,-1,-1,1,-1,-1
"3268",-1,1,-1,-1,-1,0,-1,1,-1
"3270",0,1,0,0,-1,-1,-1,-1,1
"3271",0,-1,1,0,-1,0,1,-1,1
"3272",0,1,1,0,1,-1,-1,1,1
"3273",1,1,1,-1,-1,1,1,-1,1
"3274",-1,-1,-1,1,-1,0,-1,-1,-1
